work_unit,product_root,best_params,clm_params_best,diagnostics_index,mean_acceptance_fraction,approx_ess,gate_result
campaign,/xdisk/chopinsong/tianyihu/E3SM_out/SOIL_project/spinup_forcing_coupling/spinup_forcing_coupling_iter007_campaign,/xdisk/chopinsong/tianyihu/E3SM_out/SOIL_project/spinup_forcing_coupling/spinup_forcing_coupling_iter007_campaign/best_params.txt,/xdisk/chopinsong/tianyihu/E3SM_out/SOIL_project/spinup_forcing_coupling/spinup_forcing_coupling_iter007_campaign/clm_params_best.nc,/xdisk/chopinsong/tianyihu/E3SM_out/SOIL_project/spinup_forcing_coupling/spinup_forcing_coupling_iter007_campaign/diagnostics/diagnostics_index.json,0.11968749999999999,93.77714962427652,pass
